sequence	label
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA	1
EEEE EEEE EEEB EEBA EBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABC ABCC BCCC CCCC CCCF CCFF CFFF FFFF FFFF FFFD	1
OOOG OOGG OGGG GGGO GGOO GOOO	0
EEEE EEEE EEEE EEEE EEEE EEEA EEAA EAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCD CCDD CDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEEE EEEE EEED EEDD EDDE DDEE DEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
GGGG GGGG GGGG GGGG GGGA GGAA GAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABA ABAA BAAG AAGG AGGG GGGG GGGG	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNA NNAA NAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAG AAGG AGGG GGGG GGGE GGEE GEEE EEEE EEEE EEEE	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDF DDFF DFFF FFFC FFCB FCBB CBBB BBBA BBAA	1
NNGG NGGG GGGG GGGG GGGG GGGG GGGG GGGO GGOO GOOO	0
OOOG OOGG	0
OOOI OOII OIII IIII IIIO IIOO IOOO	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEO EEOO EOOO OOOI OOII OIII IIII IIII IIII IIII IIII IIII IIIO IIOO IOOO	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
ONNN NNNN NNNN NNNN NNNN NNNN NNNN NNNM NNMM NMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMK MMKK MKKK KKKK	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
GGGG GGGG GGGG GGGG GGGG GGGG GGGG GGGG GGGG GGGG GGGO GGOO GOOO	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDE DDEE DEEE EEEE	0
GGEE GEEE EEEF EEFC EFCC FCCC CCCC CCCC CCCC CCCC CCCA CCAA CAAA AAAA AAAA AAAA	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEEA EEAA EAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABC ABCC BCCD CCDD CDDD DDDD DDDD	1
CCFF CFFF FFFC FFCC FCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCA CCAA CAAA AAAA AAAA AAAA AAAB AABB ABBB BBBB BBBB	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNM NNMN NMNN MNNG NNGG NGGG GGGG GGGG GGGG GGGL GGLL GLLL LLLL LLLM LLMN LMNN MNNN	0
GGGG GGGG GGGG GGGG GGGG GGGB GGBB GBBA BBAA BAAA AAAA AAAA AAAB AABB ABBA BBAB BABE ABEE BEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDF	1
NLLB LLBB LBBB BBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCA CCAA CAAA AAAB AABB ABBG	1
IOOO	0
HHHI HHII HIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOOI	0
KKKK KKKJ KKJJ KJJJ JJJJ JJJJ JJJJ JJJJ JJJJ JJJJ JJJK JJKK JKKK KKKL KKLL KLLM LLMM LMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM	1
NNMM NMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMJ MMJJ MJJJ JJJJ JJJJ JJJM JJMM JMMM	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEG EEGB EGBB GBBA BBAA BAAA AAAA AAAA AAAB AABG ABGG BGGG	1
EEEE EEEH EEHH EHHH HHHH HHHH HHHH HHHH HHHH HHHH HHHH HHHH HHHH HHHH HHHH HHHH HHHA HHAA HAAA	1
MNNN NNNB NNBA NBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAN AANN ANNN NNNN NNNN NNNN NNNG NNGG NGGG GGGG GGGG GGGG GGGG	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBB BBBB BBBG BBGE BGEE GEEG EEGG	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
OOON OONN ONNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNG NNGG NGGN GGNN	0
AOOO	0
OOOI OOII OIII IIII IIII IIII IIII IIII IIII	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABE ABEE BEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
FFFB FFBB FBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCF CCFF CFFF FFFF FFFC	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDF DDFF DFFD FFDD FDDD DDDD DDDD DDDD DDDD	1
MMML MMLK MLKB LKBA KBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBB BBBB BBBG BBGG BGGG GGGG GGGG GGGG GGGE GGEE GEEE EEEE	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOON OONL ONLK NLKK LKKB KKBA KBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBB BBBB BBBB BBBG BBGG BGGG GGGG GGGG GGGG GGGF GGFF	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
ONNN NNNN NNNN NNNN NNNN NNNK NNKK NKKE KKEE KEEI EEII EIII IIII IIII IIIO	0
OOOG OOGG OGGG GGGG GGGG GGGG GGGO GGOO GOOO	0
IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
GGGG GGGG GGGG GGGG GGGG GGGG GGGE GGEE GEEG EEGG EGGG GGGG GGGG GGGG	0
JJJJ JJJJ JJJJ JJJL JJLL JLLD LLDD LDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABG ABGG BGGE GGED GEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOOE OOEE OEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE	1
OOON OONN ONNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNO NNOO NOOO	0
ABBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCA CCAA	1
OOOG OOGG OGGG GGGG GGGG GGGG GGGG GGGN GGNN GNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
GGGG GGGG GGGO GGOO GOOO	0
EEEA EEAA EAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCD CCDD CDDD DDDD DDDD DDDD	1
IIIO IIOO IOOO OOOI OOII OIII IIII IIII IIII IIII IIII IIII	0
EEEE EEEE EEEE EEEE EEEG EEGO EGOO GOOO	0
OOOG OOGG OGGO GGOO GOOO	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
EEEE EEEE EEEE EEED EEDE EDEF DEFF EFFF FFFF FFFF FFFF	0
OOON	0
MMMJ MMJJ MJJJ JJJJ JJJJ JJJJ JJJJ JJJJ JJJO JJOO JOOO	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
EEEG EEGG EGGA GGAA GAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABE ABEE BEEE EEEE	1
OOOA OOAA OAAO AAOO AOOO	0
GGGE GGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
GGGG GGGB GGBB GBBB BBBB BBBB BBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCF CCFE CFEE FEEE EEEE EEEE EEED EEDD EDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDF DDFF DFFF FFFF FFFF FFFF FFFF FFFF FFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDF DDFF DFFB	1
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
NNNL NNLJ NLJJ LJJJ JJJJ JJJJ JJJJ JJJJ JJJJ JJJJ JJJK JJKK JKKK KKKK KKKK KKKK KKKK KKKL KKLL KLLE LLEE LEEE EEEE EEEE EEEE EEEE EEEE	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
ABBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEF EEFD EFDD FDDD DDDD DDDD	1
OOOA OOAA OAAA AAAA AAAC AACC ACCC CCCA CCAA CAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA	1
EGGG GGGG GGGE GGEE GEEE EEEE EEEE EEEE EEEE	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEO EEOO	0
GGAA GAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE	1
INNN NNNN NNNN NNNN NNNM NNMM NMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM	0
EEEE EEEE EEEE EEEG EEGB EGBB GBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBG BBGG BGGG GGGG GGGG GGGG GGGG GGGG GGGG GGGE	1
EEEE EEEE EEEE EEEE EEEE EEEG EEGB EGBA GBAA BAAA AAAA AAAA AAAA AAAB AABG ABGG BGGG GGGG GGGE GGED GEDD EDDD DDDD DDDD DDDD DDDD DDDD	1
OOOI OOII OIII IIII IIIO IIOO IOOO	0
EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOON OONN ONNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAB AABC ABCD BCDD CDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
MMLL MLLL LLLL LLLL LLLL LLLK LLKL LKLJ KLJJ LJJJ JJJM JJMM JMMM MMML MMLM MLMM LMMM MMMM MMMM MMMM MMMM MMMM	0
OOOG OOGG OGGG GGGG	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOOI OOII	0
OOON OONN ONNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOOI OOII OIII IIII IIII IIII IIII	0
MMMM MMMM MMML MMLM MLMM LMMM MMMM MMML MMLL MLLM LLMM LMMM MMMM MMMM MMMM MMMM MMMM MMML MMLL MLLM LLMM LMMM MMMM MMMM MMML MMLL MLLL	0
MMMK MMKK MKKJ KKJJ KJJJ JJJJ JJJM JJMM JMMM MMMN MMNN MNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNO NNOO NOOO	0
EEEG EEGG EGGL GGLL GLLK LLKB LKBA KBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBB BBBL BBLL BLLL LLLL LLLL LLLM LLMM LMMM MMMM MMMN	1
EEEE EEEE EEEE EEEE EEEE EEED EEDE EDEE DEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIIO IIOO IOOO	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
OOOI OOII OIII IIII IIII IIII IIII IIII IIII	0
OOOG	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD	1
MNNN NNNN NNNN NNNN NNNN NNNN NNNO NNOO NOOO	0
MMMM MMMM MMMM MMMJ MMJK MJKK JKKJ KKJJ KJJJ JJJJ JJJJ JJJJ JJJJ JJJJ JJJJ JJJK JJKJ JKJK KJKJ JKJM KJMM JMMM MMMM MMMM MMMM MMMM MMMN	1
DFFF FFFF FFFF FFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE	1
NNNN NNNN NNNN NNNL NNLL NLLB LLBA LBAA BAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
NNNN NNNN NNNM NNMM NMMM MMMM MMMK MMKA MKAB KABG ABGO BGOO GOOO	1
OOOG OOGA OGAA GAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCD CCDD CDDD DDDD DDDD DDDD DDDD	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIIH IIHH IHHH HHHH HHHH HHHH HHHH HHHH HHHH HHHD HHDD HDDD DDDD DDDD DDDD DDDD DDDD	1
OOII OIII IIII IIIH IIHE IHEE HEEE EEEE EEEE EEED EEDD EDDD DDDF DDFF DFFF FFFF FFFF FFFF FFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
NNNN NNNN NNNN NNNN NNNN NNNL NNLL NLLJ LLJJ LJJJ JJJL JJLL	0
EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE EEEE	1
OOOE OOEE OEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
NNNN NNNN NNNN NNNN NNNN NNNA NNAA NAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABE ABEE BEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
IIII IIII IIIO IIOO IOOO	0
MMMM MMML MMLM MLMM LMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMML MMLM MLMM LMMM	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNO NNOO NOOO	0
AAAB AABN ABNN BNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
NNNN NNNN NNNN NNNN NNNB NNBA NBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABE ABEE BEEE EEEE EEEE EEEE EEEE EEEE	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOI OOII OIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
LLLL LLLK LLKJ LKJA KJAA JAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCF CCFF	1
LLLL LLLK LLKK LKKK KKKK KKKK KKKL KKLK KLKK LKKL KKLL KLLL LLLL LLLL LLLK LLKK LKKL KKLL KLLK LLKK LKKL KKLK KLKL LKLL KLLK LLKL LKLL	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEG EEGG EGGE GGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDA DDAA DAAA AAAA AAAA AAAA AAAA AAAA	1
DDDE DDEA DEAA EAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABE ABEE BEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
EEAB EABB ABBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABC ABCF BCFF CFFF FFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNA NNAA NAAA AAAA AAAA AAAA AAAB AABE ABEE BEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
AABN ABNN BNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNM NNMM NMMM MMMN MMNN MNNN NNNN NNNN NNNN NNNN NNNN	0
GBBG BBGG BGGG GGGG GGGG GGGO GGOO GOOO	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCD CCDD CDDD DDDD DDDD DDDD DDDD	1
JJJK JJKK JKKJ KKJJ KJJJ JJJA JJAA JAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCD CCDD CDDD DDDD	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OONN ONNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNM NNMM NMMM MMMN MMNN MNNN	0
HEEE EEEE EEEE EEEA EEAA EAAA AAAA AAAA AAAA AAAB AABG ABGO BGOO GOOO	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABG ABGG BGGE GGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
OOOI OOII OIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIIO IIOO IOOO	0
